numero_departement;nom_commune;codes_postaux;latitude;longitude
84;Villedieu;84110;44.283333;5.033333
84;Beaumont-de-Pertuis;84120;43.733333;5.7
84;La Bastidonne;84120;43.716667;5.566667
84;Pertuis;84120;43.683333;5.5
84;Le Pontet;84130;43.966667;4.85
84;Jonquieres;84150;44.116667;4.9
84;Violes;84150;44.166667;4.95
84;Cadenet;84160;43.733333;5.366667
84;Cucuron;84160;43.783333;5.433333
84;Lourmarin;84160;43.766667;5.366667
84;Puyvert;84160;43.766667;5.35
84;Vaugines;84160;43.783333;5.416667
84;Monteux;84170;44.033333;5,0000000
84;Beaumes-de-Venise;84190;44.116667;5.033333
84;Gigondas;84190;44.166667;5,0000000
84;La Roque-Alric;84190;44.15;5.066667
84;Lafare;84190;44.15;5.05
84;Suzette;84190;44.166667;5.066667
84;Vacqueyras;84190;44.133333;4.983333
84;Carpentras;84200;44.05;5.05
84;Althen-des-Paluds;84210;44,0000000;4.95
84;La Roque-sur-Pernes;84210;43.983333;5.1
84;Le Beaucet;84210;43.983333;5.116667
84;Pernes-les-Fontaines;84210;44,0000000;5.05
84;Saint-Didier;84210;44,0000000;5.116667
84;Venasque;84210;43.983333;5.15
84;Beaumettes;84220;43.85;5.233333
84;Cabrieres-d'Avignon;84220;43.9;5.166667
84;Gordes;84220;43.9;5.2
84;Goult;84220;43.866667;5.25
84;Joucas;84220;43.916667;5.25
84;Lioux;84220;43.95;5.316667
84;Murs;84220;43.95;5.25
84;Roussillon;84220;43.9;5.283333
84;Saint-Pantaleon;84220;43.883333;5.25
84;Chateauneuf-du-Pape;84230;44.05;4.833333
84;Ansouis;84240;43.733333;5.466667
84;Cabrieres-d'Aigues;84240;43.783333;5.5
84;Grambois;84240;43.766667;5.583333
84;La Bastide-des-Jourdans;84240;43.783333;5.633333
84;La Motte-d'Aigues;84240;43.766667;5.516667
84;La Tour-d'Aigues;84240;43.733333;5.55
84;Peypin-d'Aigues;84240;43.8;5.566667
84;Sannes;84240;43.75;5.483333
84;Le Thor;84250;43.933333;5,0000000
84;Sarrians;84260;44.083333;4.966667
84;Vedene;84270;43.983333;4.9
84;Cairanne;84290;44.233333;4.933333
84;Lagarde-Pareol;84290;44.216667;4.85
84;Sainte-Cecile-les-Vignes;84290;44.25;4.883333
84;Saint-Roman-de-Malegarde;84290;44.266667;4.966667
84;Cavaillon;84300;43.84;5.04
84;Taillades;84300;43.833333;5.1
84;Caromb;84330;44.116667;5.1
84;Le Barroux;84330;44.133333;5.1
84;Modene;84330;44.1;5.116667
84;Saint-Pierre-de-Vassols;84330;44.1;5.15
84;Beaumont-du-Ventoux;84340;44.183333;5.166667
84;Entrechaux;84340;44.216667;5.133333
84;Malaucene;84340;44.166667;5.133333
84;Courthezon;84350;44.083333;4.883333
84;Lauris;84360;43.75;5.316667
84;Merindol;84360;43.75;5.2
84;Puget;84360;43.75;5.3
84;Bedarrides;84370;44.033333;4.9
84;Mazan;84380;44.05;5.133333
84;Aurel;84390;44.133333;5.416667
84;Brantes;84390;44.183333;5.333333
84;Monieux;84390;44.066667;5.366667
84;Saint-Christol;84390;44.033333;5.5
84;Saint-Leger-du-Ventoux;84390;44.2;5.266667
84;Saint-Trinit;84390;44.1;5.466667
84;Savoillan;84390;44.183333;5.383333
84;Apt;84400;43.883333;5.4
84;Castellet;84400;43.85;5.483333
84;Gargas;84400;43.9;5.383333
84;Gignac;84400;43.916667;5.533333
84;Lagarde-d'Apt;84400;43.983333;5.483333
84;Rustrel;84400;43.916667;5.483333
84;Saignon;84400;43.866667;5.433333
84;Sivergues;84400;43.833333;5.4
84;Villars;84400;43.916667;5.4
84;Bedoin;84410;44.116667;5.166667
84;Crillon-le-Brave;84410;44.116667;5.15
84;Flassan;84410;44.1;5.25
84;Piolenc;84420;44.183333;4.766667
84;Mondragon;84430;44.233333;4.716667
84;Robion;84440;43.85;5.116667
84;Jonquerettes;84450;43.95;4.933333
84;Cheval-Blanc;84460;43.8;5.066667
84;Chateauneuf-de-Gadagne;84470;43.933333;4.933333
84;Bonnieux;84480;43.816667;5.3
84;Buoux;84480;43.833333;5.383333
84;Lacoste;84480;43.833333;5.3
84;Bollene;84500;44.283333;4.75
84;Caumont-sur-Durance;84510;43.9;4.95
84;Villelaure;84530;43.716667;5.433333
84;Mornas;84550;44.2;4.733333
84;Menerbes;84560;43.833333;5.216667
84;Blauvac;84570;44.033333;5.2
84;Malemort-du-Comtat;84570;44.016667;5.166667
84;Methamis;84570;44.016667;5.216667
84;Mormoiron;84570;44.066667;5.183333
84;Villes-sur-Auzon;84570;44.05;5.233333
84;Oppede;84580;43.833333;5.183333
84;Grillon;84600;44.4;4.933333
84;Richerenches;84600;44.366667;4.916667
84;Valreas;84600;44.383333;4.983333
84;Maubec;84660;43.85;5.166667
84;Sorgues;84700;44,0000000;4.866667
84;Velleron;84740;43.95;5.033333
84;Caseneuve;84750;43.883333;5.483333
84;Saint-Martin-de-Castillon;84750;43.866667;5.516667
84;Viens;84750;43.9;5.566667
84;Saint-Martin-de-la-Brasque;84760;43.766667;5.533333
84;Fontaine-de-Vaucluse;84800;43.916667;5.133333
84;Lagnes;84800;43.9;5.116667
84;L'Isle-sur-la-Sorgue;84800;43.916667;5.05
84;Aubignan;84810;44.1;5.016667
84;Visan;84820;44.3;4.966667
84;Serignan-du-Comtat;84830;44.183333;4.85
84;Lamotte-du-Rhone;84840;44.266667;4.683333
84;Lapalud;84840;44.3;4.683333
84;Camaret-sur-Aigues;84850;44.166667;4.883333
84;Travaillan;84850;44.183333;4.9
84;Caderousse;84860;44.1;4.75
84;Loriol-du-Comtat;84870;44.083333;5,0000000
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
